FID,BLOCKID10,HOUSING10,POP10,X,Y
"2,131",420031203001034,0,0,"1,368,805.975080000000000","419,022.249820999980000"
"2,132",420032509002037,14,30,"1,342,091.474500000000000","419,677.008753000000000"
"2,133",420031115004000,29,61,"1,364,762.336579999900000","419,249.041511000020000"
"2,134",420032902001003,22,63,"1,346,535.001940000100000","398,096.257807000020000"
"2,135",420032620001015,0,0,"1,343,011.162890000000000","420,526.960008000020000"
"2,136",420032620001010,0,0,"1,344,584.644799999900000","420,571.235273999980000"
"2,137",420032620003029,7,12,"1,345,452.985769999900000","420,656.238973000030000"
"2,138",420032620003030,8,15,"1,345,589.763400000100000","420,671.000241999980000"
"2,139",420039809001023,0,0,"1,332,206.095759999900000","421,353.060307000010000"
"2,140",420031920003004,0,0,"1,333,629.189109999900000","399,862.250122000000000"
"2,141",420035623002012,0,0,"1,364,168.584390000000000","399,629.071533999990000"
"2,142",420035623002000,0,0,"1,363,963.200149999900000","399,927.551846000020000"
"2,143",420035623002018,0,0,"1,361,892.242619999900000","399,755.012718999990000"
"2,144",420035624001018,0,0,"1,339,593.522170000000000","401,061.079092999980000"
"2,145",420031401002011,0,0,"1,360,586.905910000000000","410,000.747375999980000"
"2,146",420035624002016,7,14,"1,339,950.637739999900000","402,120.729126000020000"
"2,147",420035629001035,0,0,"1,357,184.240840000100000","400,802.673369999970000"
"2,148",420031016001007,0,0,"1,360,516.480530000100000","422,058.472838999990000"
"2,149",420031106001000,21,47,"1,367,238.790060000000000","423,095.648101000000000"
"2,150",420033001003013,18,43,"1,343,715.893220000000000","401,910.711791999990000"
"2,151",420030511001006,167,258,"1,349,131.677859999900000","411,651.526955000010000"
"2,152",420032609001026,0,0,"1,341,560.924320000000000","423,471.520021000000000"
"2,153",420031005001003,23,60,"1,360,597.679460000000000","423,864.676763000020000"
"2,154",420031406003023,0,0,"1,371,196.730640000000000","411,214.969647000020000"
"2,155",420032609001014,0,0,"1,340,609.069930000000000","425,619.939643000020000"
"2,156",420031516002026,30,44,"1,357,117.303499999900000","405,749.993089000000000"
"2,157",420035629003015,0,0,"1,356,887.653570000100000","403,232.243586000000000"
"2,158",420031916001010,1,2,"1,334,761.600249999900000","404,618.310552000010000"
"2,159",420032602001005,0,0,"1,337,897.500560000100000","431,797.457352000000000"
"2,160",420035624005018,4,8,"1,342,347.584530000100000","403,429.836064999980000"
"2,161",420031911001045,1,1,"1,336,403.435830000100000","407,988.045615000010000"
"2,162",420031005002003,19,51,"1,358,354.737960000100000","424,744.942270000000000"
"2,163",420031916005009,0,0,"1,333,688.787460000000000","401,800.031148999990000"
"2,164",420033204002009,35,71,"1,343,879.381850000000000","391,525.076158999990000"
"2,165",420032615001017,12,35,"1,339,848.880360000100000","423,218.606197000020000"
"2,166",420032715001004,47,95,"1,335,350.815020000100000","424,634.090848000020000"
"2,167",420039801001029,0,0,"1,366,775.361550000000000","423,657.744446999980000"
"2,168",420031914002029,3,6,"1,338,536.490520000000000","406,410.846958999990000"
"2,169",420032815001006,11,25,"1,328,429.245230000000000","411,190.338988000000000"
"2,170",420030806001012,45,76,"1,359,508.770100000100000","418,278.515462999990000"
"2,171",420030603001004,30,49,"1,354,160.317920000100000","418,828.303910000020000"
"2,172",420031918002015,19,51,"1,335,958.975870000000000","393,121.788478999980000"
"2,173",420031920003010,47,94,"1,333,874.491639999900000","398,714.872680999980000"
"2,174",420031920003013,18,23,"1,334,260.522940000100000","398,339.699747000010000"
"2,175",420033102002005,8,19,"1,367,459.918740000100000","384,030.494835000020000"
"2,176",420035631001001,65,128,"1,330,641.026630000000000","409,550.327667000010000"
"2,177",420035631001009,27,51,"1,329,590.225580000100000","409,670.332003000020000"
"2,178",420032814001010,13,32,"1,327,447.204850000100000","414,970.243568999980000"
"2,179",420033204003014,4,8,"1,343,756.772859999900000","393,518.459028000010000"
"2,180",420031005002007,69,157,"1,359,332.537950000000000","425,135.872840999970000"
"2,181",420031014004012,21,59,"1,362,469.460600000100000","425,213.792791999990000"
"2,182",420031005001007,20,47,"1,360,512.706680000100000","423,190.745358999990000"
"2,183",420031005001006,7,20,"1,360,597.258710000000000","423,393.860074000030000"
"2,184",420031014004004,35,84,"1,362,008.463680000000000","425,612.932732000020000"
"2,185",420031014001008,0,0,"1,366,162.134300000000000","427,819.938489000020000"
"2,186",420031014001017,0,0,"1,365,975.742640000100000","427,746.320652000020000"
"2,187",420039801001010,0,0,"1,364,337.117170000000000","425,932.385588000000000"
"2,188",420031014003002,18,30,"1,362,114.964830000000000","423,915.578773999990000"
"2,189",420031014003021,9,20,"1,362,396.998579999900000","423,066.440626000000000"
"2,190",420031014003023,21,42,"1,362,354.715870000000000","422,764.264503000010000"
"2,191",420031102004009,65,124,"1,363,663.692529999900000","422,667.313634000020000"
"2,192",420031017002010,16,34,"1,357,773.654829999900000","420,865.699475999980000"
"2,193",420031017002008,17,30,"1,357,740.310370000100000","420,730.980622000000000"
"2,194",420031017002006,10,17,"1,358,801.319590000000000","420,508.356642000030000"
"2,195",420031017001006,5,1,"1,359,216.348049999900000","420,562.643321999990000"
"2,196",420030809001018,53,98,"1,357,567.487490000000000","419,350.481123999980000"
"2,197",420030809002007,67,110,"1,357,882.887610000100000","419,311.517867000020000"
"2,198",420031017002024,20,37,"1,358,745.171200000000000","420,245.661265000000000"
"2,199",420031017002023,14,42,"1,358,720.613590000000000","420,113.122986999980000"
"2,200",420031016001019,0,0,"1,360,754.059500000000000","420,939.603936999980000"
"2,201",420031017001012,10,18,"1,359,516.540420000000000","420,222.908623000020000"
"2,202",420030806001014,48,74,"1,358,943.090480000000000","418,348.589431000000000"
"2,203",420031017001020,0,0,"1,360,382.243680000100000","420,180.656688000020000"
"2,204",420030806001016,63,76,"1,360,049.378379999900000","418,197.798466000010000"
"2,205",420031911001028,6,14,"1,336,238.502150000100000","408,773.918618000000000"
"2,206",420030804001018,35,60,"1,358,024.879280000000000","417,181.663089999990000"
"2,207",420030804002007,41,67,"1,357,399.578530000100000","416,295.765367000010000"
"2,208",420030709001004,8,8,"1,358,362.582720000100000","416,264.963694999980000"
"2,209",420030804001009,4,11,"1,358,192.497569999900000","417,408.123410000000000"
"2,210",420030709004000,0,0,"1,358,489.011579999900000","415,845.971412000010000"
"2,211",420030709001003,97,94,"1,359,173.916909999900000","415,984.493067000000000"
"2,212",420030709003003,22,116,"1,357,627.754939999900000","413,909.733873000020000"
"2,213",420030806002011,0,0,"1,359,425.027109999900000","416,726.057608000000000"
"2,214",420030709001002,252,359,"1,359,896.113660000000000","416,408.746325000010000"
"2,215",420030703003004,36,76,"1,359,994.272630000000000","414,945.333936000010000"
"2,216",420030703003009,51,85,"1,360,405.289069999900000","413,957.170711999990000"
"2,217",420031016001006,2,4,"1,360,977.762810000000000","421,393.279990000010000"
"2,218",420031113003003,101,185,"1,362,842.411230000000000","421,018.270510000000000"
"2,219",420030807002000,142,191,"1,360,931.351130000100000","417,779.038785999990000"
"2,220",420030807001008,33,42,"1,361,589.868420000000000","418,976.076859000020000"
"2,221",420031113003004,4,8,"1,362,957.544180000000000","420,595.577212999980000"
"2,222",420031115001012,7,5,"1,363,222.005150000100000","420,041.788838999990000"
"2,223",420031115003027,0,0,"1,362,329.305540000100000","418,102.528998000020000"
"2,224",420031115003025,0,0,"1,362,618.624989999900000","418,559.404169999990000"
"2,225",420031115003023,0,0,"1,362,848.160200000000000","418,316.561086000000000"
"2,226",420031115003026,0,0,"1,362,517.016800000100000","418,150.836893000000000"
"2,227",420031115003012,0,0,"1,363,477.942220000100000","418,943.001193000000000"
"2,228",420030705003008,24,35,"1,362,402.676870000100000","417,002.575952999990000"
"2,229",420030705003015,76,132,"1,361,968.260640000000000","416,557.865532999970000"
"2,230",420030705002001,37,65,"1,361,597.110210000100000","416,002.731080000000000"
"2,231",420030705002002,24,38,"1,361,770.133750000000000","416,086.645745999990000"
"2,232",420030705002009,17,28,"1,361,969.752739999900000","415,607.489498000010000"
"2,233",420030703001010,27,48,"1,360,470.189830000000000","415,352.977069000020000"
"2,234",420030703002015,29,38,"1,360,578.831060000000000","414,125.945949000020000"
"2,235",420030703002012,14,28,"1,360,921.582059999900000","414,255.121782000000000"
"2,236",420030703002003,59,88,"1,361,615.609160000000000","414,520.436396999980000"
"2,237",420030703002009,6,140,"1,361,717.965589999900000","414,266.542213000010000"
"2,238",420031017002001,12,35,"1,357,824.801049999900000","421,000.855642999990000"
"2,239",420030706001011,65,112,"1,364,176.220840000100000","415,367.164218000020000"
"2,240",420039801001000,0,0,"1,368,754.242420000000000","427,276.872171000000000"
"2,241",420031102002006,10,22,"1,364,827.817659999900000","423,717.198900000020000"
"2,242",420031102001008,14,22,"1,365,020.824000000000000","424,109.436648999980000"
"2,243",420031102002013,16,21,"1,364,757.350410000000000","423,575.944148999990000"
"2,244",420031102004000,8,17,"1,364,815.130410000000000","422,809.442412999980000"
"2,245",420031102001001,0,0,"1,365,315.548430000000000","424,703.139598999990000"
"2,246",420031106002008,15,42,"1,365,516.831199999900000","422,501.742704999980000"
"2,247",420031106002004,25,47,"1,365,941.932280000100000","422,841.771363999990000"
"2,248",420039801001028,0,0,"1,366,330.589220000000000","425,382.567278000000000"
"2,249",420031203001009,0,0,"1,368,137.830140000000000","421,693.403760000020000"
"2,250",420031204002000,26,55,"1,367,211.128190000100000","420,745.474893999980000"
"2,251",420031106003006,55,106,"1,365,436.919590000100000","421,484.756591000010000"
"2,252",420031113004011,92,121,"1,365,449.246929999900000","420,377.821189999990000"
"2,253",420030703001014,11,16,"1,360,644.505110000000000","414,930.290010000000000"
"2,254",420030807001013,0,0,"1,360,428.430299999900000","418,783.467994000010000"
"2,255",420030806002000,50,74,"1,359,910.360000000100000","417,369.924206000000000"
"2,256",420030807002005,44,70,"1,360,110.255480000100000","417,483.025935999990000"
"2,257",420030807002006,37,99,"1,360,230.161940000000000","417,353.419407000010000"
"2,258",420030807002002,57,67,"1,360,588.278410000000000","418,197.549801999990000"
"2,259",420031208001006,17,33,"1,365,924.132479999900000","419,126.279477000000000"
"2,260",420031208001013,5,15,"1,366,335.069850000100000","419,369.192602999970000"
"2,261",420031204001020,1,1,"1,367,498.759170000000000","418,538.074387000000000"
"2,262",420031204002009,25,31,"1,367,115.149380000100000","419,704.103605000010000"
"2,263",420031204001011,10,29,"1,367,777.710570000100000","419,130.548443000010000"
"2,264",420031204001022,6,14,"1,367,325.536739999900000","418,756.817940999990000"
"2,265",420030708002005,84,114,"1,364,479.990550000000000","415,753.530237000030000"
"2,266",420031208002026,1,2,"1,367,138.941060000100000","417,368.929507000020000"
"2,267",420031208002029,0,0,"1,367,592.788519999900000","417,082.252475999990000"
"2,268",420031405002004,84,96,"1,367,510.105640000000000","415,923.741128000020000"
"2,269",420031406001004,14,44,"1,368,169.535059999900000","414,410.693705999990000"
"2,270",420031404002004,14,32,"1,365,525.477359999900000","412,334.383638000000000"
"2,271",420031203001035,0,0,"1,369,382.148580000000000","420,728.569435000010000"
"2,272",420031203001020,4,7,"1,368,530.221350000000000","421,014.986437999990000"
"2,273",420031203001040,13,28,"1,369,422.443049999900000","420,905.879404000010000"
"2,274",420031203002007,8,16,"1,369,641.594289999900000","420,527.197670000020000"
"2,275",420031207002010,9,14,"1,368,754.731369999900000","416,727.842172999980000"
"2,276",420031203001013,1,6,"1,370,993.632210000000000","421,539.683713999980000"
"2,277",420031207001000,19,30,"1,370,234.303520000100000","419,077.697774000000000"
"2,278",420031301003006,32,46,"1,370,698.667080000000000","418,423.080396000000000"
"2,279",420031302002004,28,49,"1,371,908.004000000000000","417,593.691037999990000"
"2,280",420031405002002,0,0,"1,368,211.615640000000000","416,173.410215999990000"
"2,281",420031207002016,35,60,"1,369,371.761560000000000","416,525.029623000010000"
"2,282",420031303003014,24,39,"1,370,135.931470000000000","416,464.377973000000000"
"2,283",420030705001003,107,168,"1,362,649.127889999900000","416,317.287278999980000"
"2,284",420030708002007,98,121,"1,364,378.980460000000000","416,511.684247999980000"
"2,285",420031405002000,0,0,"1,369,467.839119999900000","415,185.523405999990000"
"2,286",420031405003008,26,46,"1,368,493.929569999900000","414,899.310156000020000"
"2,287",420031405001010,59,106,"1,369,589.342389999900000","414,092.796129000020000"
"2,288",420031406001011,28,50,"1,368,856.724830000000000","413,274.355427999980000"
"2,289",420031405001011,48,77,"1,369,779.298340000000000","414,402.209204000010000"
"2,290",420031406001001,17,41,"1,369,240.491830000000000","413,858.953670000020000"
"2,291",420031302002013,23,19,"1,371,144.426419999900000","417,302.276353999970000"
"2,292",420031303003001,23,37,"1,370,300.118790000000000","416,969.085737999990000"
"2,293",420031302002017,21,35,"1,371,064.168779999900000","417,056.858912000030000"
"2,294",420031303003018,0,0,"1,370,607.436960000100000","415,938.346719000020000"
"2,295",420031302002019,16,15,"1,371,623.205700000000000","416,719.716109999980000"
"2,296",420031303002007,0,0,"1,370,894.160240000100000","415,526.667618000010000"
"2,297",420031303002008,1,0,"1,370,834.730210000000000","415,417.095529999990000"
"2,298",420031303002014,11,15,"1,371,069.859600000100000","415,289.845312000020000"
"2,299",420031303002013,9,12,"1,371,417.815310000000000","415,100.776096999990000"
"2,300",420035619002017,18,13,"1,371,950.050310000100000","421,122.939865999970000"
"2,301",420035619002016,37,56,"1,371,963.160910000100000","420,776.919258999990000"
"2,302",420035619002019,0,0,"1,373,668.830890000100000","421,919.740683000010000"
"2,303",420031301002009,49,76,"1,373,015.595879999900000","417,746.902346000020000"
"2,304",420035619002001,11,23,"1,373,541.283319999900000","421,912.661788999980000"
"2,305",420031302001007,17,25,"1,372,395.477059999900000","417,031.478906999980000"
"2,306",420031303001006,2,7,"1,371,537.036180000100000","416,197.181675000000000"
"2,307",420031303001005,30,52,"1,372,069.567030000000000","416,024.076836999970000"
"2,308",420031304001013,22,58,"1,372,976.789240000100000","415,356.075244000010000"
